20211205 163100;15684.25;15684.25;15684.25;15684.25;8
20211205 230100;15724;15729;15696.25;15696.25;93
20211205 230200;15700;15713.75;15693;15693.5;66
20211205 230300;15694.5;15706;15694.5;15704.25;19
20211205 230400;15706.25;15725.25;15706.25;15725.25;17
20211205 230500;15727.25;15732.5;15722.25;15723.75;21
20211205 230600;15721.5;15739;15721.5;15734.25;38
20211205 230700;15738.75;15744.5;15738.75;15741.75;19
20211205 230800;15742;15742.25;15733;15733;15
20211205 230900;15743.5;15747;15739.75;15739.75;9
20211205 231000;15739.5;15740.5;15735.5;15740.5;27
20211205 231100;15737.75;15738.25;15737;15737;4
20211205 231200;15736.75;15740;15736.5;15740;8
20211205 231300;15741.5;15741.5;15739.25;15740;9
20211205 231400;15739.25;15739.25;15733.25;15733.25;6
20211205 231500;15739.5;15739.5;15725.5;15725.75;9
20211205 231600;15727.75;15730.25;15727.75;15730.25;5
20211205 231700;15736.25;15736.5;15733.5;15734.5;6
20211205 231800;15736.75;15736.75;15724.5;15727.25;28
20211205 231900;15726.5;15728;15726.5;15727;6
20211205 232000;15730;15730;15730;15730;1
20211205 232100;15731;15731.25;15727.75;15728.25;5
20211205 232200;15726.25;15730.25;15710.5;15710.5;20
20211205 232300;15716;15718.5;15714.25;15716.75;16
20211205 232400;15716.25;15716.25;15711.5;15713.25;3
20211205 232500;15711;15711;15698;15700;15
20211205 232600;15696.75;15696.75;15689.25;15689.25;4
20211205 232700;15687.25;15695.75;15687.25;15695.75;4
20211205 232800;15707.75;15707.75;15706.5;15706.5;2
20211205 232900;15707.75;15716.75;15707.75;15714.25;17
20211205 233000;15711.25;15715;15711;15715;20
20211205 233100;15718.75;15721.5;15716.5;15716.5;7
20211205 233200;15717.5;15722.75;15717.5;15722.75;2
20211205 233300;15722.75;15728.25;15722.75;15728.25;8
20211205 233400;15735.75;15736.75;15732.75;15732.75;7
20211205 233500;15737.25;15737.25;15732.5;15734.25;8
20211205 233600;15738.25;15740;15738;15738;15
20211205 233700;15738;15738;15738;15738;5
20211205 233800;15738;15739;15737.75;15737.75;16
20211205 234000;15742;15742.25;15742;15742.25;3
20211205 234100;15741.75;15741.75;15737.75;15741.5;7
20211205 234200;15741.75;15741.75;15732.75;15732.75;17
20211205 234300;15732.75;15732.75;15729.25;15729.25;9
20211205 234400;15732.75;15735.75;15732.75;15735.75;2
20211205 234500;15744.25;15744.25;15742.25;15742.25;2
20211205 234700;15742;15742;15742;15742;1
20211205 234800;15737;15737;15729.25;15729.25;16
20211205 235100;15743.25;15747;15742.25;15747;11
20211205 235200;15742.75;15742.75;15740.5;15740.5;4
20211205 235300;15740;15750;15740;15750;14
20211205 235400;15750;15750;15749.75;15749.75;2
20211205 235500;15747.5;15750;15747.5;15750;5
20211205 235600;15754.75;15754.75;15745.75;15745.75;3
20211205 235700;15748.5;15748.75;15748.5;15748.75;3
20211205 235800;15754.75;15756.75;15753.5;15753.5;13
20211205 235900;15752;15755.5;15745;15745;15
20211206 000000;15747.75;15748.5;15744.75;15744.75;3
20211206 000100;15743.75;15751.5;15740;15741.5;16
20211206 000200;15741.25;15742.5;15738.25;15738.25;19
20211206 000300;15739;15743;15734.75;15741.5;15
20211206 000400;15739.5;15749.25;15739.5;15743.5;15
20211206 000500;15742.5;15744.5;15741.75;15742.5;5
20211206 000600;15744.5;15744.5;15737.5;15739;15
20211206 000700;15739.75;15741.25;15739.75;15741.25;2
20211206 000800;15738.5;15740.25;15736.75;15740.25;6
20211206 000900;15736.5;15739.75;15734.75;15734.75;6
20211206 001000;15738.5;15740.5;15736.25;15740;11
20211206 001100;15741.5;15741.75;15734.25;15741.75;7
20211206 001200;15734;15734;15718.25;15721.25;25
20211206 001300;15723;15723;15712;15712;14
20211206 001400;15710;15710;15706.5;15706.75;6
20211206 001500;15713.25;15713.25;15698.75;15698.75;33
20211206 001600;15699;15708.25;15696.25;15700;15
20211206 001700;15700.5;15706.75;15695;15706.75;32
20211206 001800;15703.75;15703.75;15688;15693.75;15
20211206 001900;15692.5;15696;15690;15690;37
20211206 002000;15687.5;15694.75;15672.75;15694.25;102
20211206 002100;15693.5;15706.75;15693.5;15706.25;25
20211206 002200;15707;15707;15702.5;15702.5;15
20211206 002300;15707.5;15707.5;15704.5;15704.5;10
20211206 002400;15704.5;15704.5;15702.5;15702.5;2
20211206 002500;15698.25;15704;15698.25;15703.25;4
20211206 002600;15706.25;15708.25;15706.25;15708.25;3
20211206 002700;15701;15705.75;15700;15705.75;6
20211206 002800;15709.5;15709.75;15708.75;15708.75;3
20211206 002900;15708;15715.75;15706.25;15713;14
20211206 003100;15716.25;15717.5;15716.25;15717.5;5
20211206 003200;15715;15715;15710;15710;15
20211206 003300;15706;15706;15703.25;15703.25;8
20211206 003400;15704.25;15704.25;15694.5;15696;17
20211206 003500;15698.25;15698.25;15698.25;15698.25;1
20211206 003600;15698.5;15700;15697.25;15698.5;8
20211206 003700;15695.75;15700.75;15695.75;15699;14
20211206 003800;15705.5;15715.25;15705.5;15715.25;12
20211206 003900;15714.25;15717;15711.75;15715.25;5
20211206 004000;15714.5;15714.5;15709;15709;5
20211206 004100;15708.75;15709.25;15708;15708;10
20211206 004200;15707.75;15712.25;15705.75;15711.25;11
20211206 004300;15712;15715.25;15711.25;15711.25;3
20211206 004400;15708;15709.5;15708;15709.5;4
20211206 004500;15713;15722.75;15713;15721.75;38
20211206 004600;15724;15730;15724;15728.25;19
20211206 004700;15723.75;15723.75;15720;15721.25;17
20211206 004800;15719.5;15723;15718.75;15723;3
20211206 004900;15719.5;15722.5;15718;15722.5;4
20211206 005000;15720;15725;15720;15723.75;12
20211206 005100;15722.25;15723;15718;15718;9
20211206 005200;15717;15717;15717;15717;1
20211206 005300;15717;15717.5;15715.5;15715.5;6
20211206 005400;15715.5;15715.5;15715.5;15715.5;1
20211206 005600;15729.25;15729.5;15726;15726;3
20211206 005700;15725.5;15725.5;15725.5;15725.5;1
20211206 005800;15729.75;15730;15726.25;15730;4
20211206 005900;15730.25;15731;15730.25;15731;2
20211206 010000;15732;15734.5;15732;15734.5;5
20211206 010100;15724.5;15731.25;15721.25;15726.5;21
20211206 010200;15723.75;15724.25;15722.75;15724.25;3
20211206 010300;15714.25;15714.25;15712.25;15714;8
20211206 010400;15715.5;15718.5;15713.5;15715.75;9
20211206 010500;15713.75;15721;15713;15713;17
20211206 010600;15717;15723.75;15717;15723.75;7
20211206 010700;15723;15725;15720.5;15724.25;19
20211206 010800;15728.5;15728.5;15725;15725;4
20211206 010900;15724;15726.25;15720;15723.5;5
20211206 011000;15724.75;15731;15724.75;15731;3
20211206 011100;15733;15737.25;15732.25;15735;21
20211206 011200;15732.75;15734.75;15732.75;15734.75;7
20211206 011400;15730.75;15732;15729.5;15730;7
20211206 011500;15726.25;15726.25;15724.75;15724.75;7
20211206 011600;15729.75;15732.75;15729.75;15731.75;12
20211206 011700;15726.75;15727;15722.25;15725;9
20211206 011800;15725;15725.5;15721;15721;13
20211206 011900;15724.75;15724.75;15724;15724;2
20211206 012000;15722.75;15722.75;15722.75;15722.75;1
20211206 012200;15727;15733.75;15727;15733.75;4
20211206 012300;15733.5;15736.25;15731.5;15736.25;10
20211206 012400;15732.75;15732.75;15727.75;15727.75;4
20211206 012500;15733.25;15735.75;15733.25;15735.75;3
20211206 012600;15735.75;15735.75;15735.75;15735.75;1
20211206 012700;15736.25;15736.25;15730.25;15730.25;4
20211206 012800;15730.75;15733;15729.25;15732.5;5
20211206 012900;15730;15730.5;15725.75;15727.25;8
20211206 013000;15733;15734.5;15733;15734.5;2
20211206 013100;15732.75;15736;15730.5;15736;8
20211206 013200;15729;15729;15729;15729;1
20211206 013400;15725;15726.75;15721.25;15721.25;3
20211206 013500;15721.25;15725;15721.25;15721.75;7
20211206 013600;15726.75;15726.75;15718;15718;10
20211206 013700;15716.5;15716.5;15709;15712.5;13
20211206 013800;15715.75;15719.5;15715.75;15719.5;7
20211206 013900;15722.75;15722.75;15722.25;15722.25;2
20211206 014000;15717;15720.75;15714;15714.5;11
20211206 014100;15711;15714.5;15711;15714.5;4
20211206 014200;15711.5;15711.5;15708.75;15711.5;3
20211206 014300;15718.75;15719.5;15718.25;15719.25;4
20211206 014400;15721.25;15721.25;15717.5;15718;9
20211206 014500;15715;15717.5;15712.5;15717.5;16
20211206 014600;15716.75;15721.75;15716;15721.75;5
20211206 014700;15728.25;15729;15725.5;15725.5;4
20211206 014800;15725.5;15725.5;15724.5;15724.5;2
20211206 015000;15725;15734.25;15723.75;15734.25;7
20211206 015100;15735.25;15735.5;15735.25;15735.25;3
20211206 015200;15732.75;15739.5;15732.75;15739.5;3
20211206 015300;15739.75;15740.5;15734.25;15734.25;21
20211206 015400;15735.25;15735.25;15728.75;15728.75;8
20211206 015500;15731.25;15731.25;15730.5;15731.25;3
20211206 015600;15734.5;15734.5;15734.5;15734.5;1
20211206 015700;15730;15733.25;15728.5;15733.25;6
20211206 015800;15733.5;15734;15724.25;15725.5;9
20211206 015900;15725.25;15726.25;15723.5;15724.25;7
20211206 020000;15727;15727;15724.25;15726;10
20211206 020100;15724.75;15728.25;15724;15728.25;4
20211206 020200;15728;15728;15728;15728;5
20211206 020500;15720;15720;15720;15720;1
20211206 020600;15721.5;15721.5;15721.5;15721.5;1
