20230607 220100;14490.75;14497.5;14490.75;14497.25;20
20230607 220200;14497.25;14501.75;14497.25;14498.75;10
20230607 220300;14501.25;14503;14500.25;14502.75;11
20230607 220400;14501.25;14501.5;14499;14501.5;20
20230607 220500;14499;14501.25;14497.5;14498.5;20
20230607 220600;14498.5;14500.25;14498.5;14500.25;9
20230607 220800;14498.75;14498.75;14497;14498;16
20230607 220900;14498.25;14498.25;14498.25;14498.25;2
20230607 221100;14499.75;14500.5;14499.75;14500.5;3
20230607 221200;14501.5;14501.5;14499.75;14500.75;7
20230607 221400;14501.75;14502.5;14501.75;14502.5;3
20230607 221500;14505;14507;14505;14507;11
20230607 221600;14504.5;14504.5;14503.5;14503.5;2
20230607 221700;14503;14503;14501;14501;3
20230607 221900;14504.75;14506;14503;14503;12
20230607 222000;14505.75;14505.75;14505.75;14505.75;1
20230607 222100;14505;14505;14504;14504;3
20230607 222200;14506;14506;14504.25;14504.25;3
20230607 222300;14504.25;14504.25;14504.25;14504.25;2
20230607 222400;14504.25;14504.25;14504.25;14504.25;2
20230607 222500;14505.25;14505.25;14505.25;14505.25;1
20230607 222600;14503;14503;14502.5;14502.5;3
20230607 222700;14501.75;14501.75;14500.75;14501.25;5
20230607 222800;14501.5;14501.5;14498;14498.25;12
20230607 222900;14498.25;14500;14498;14499.5;10
20230607 223000;14498.75;14499.25;14498.75;14499;3
20230607 223100;14498.25;14498.75;14495.75;14497;14
20230607 223200;14495.75;14495.75;14495;14495;2
20230607 223400;14496;14497.75;14496;14497.75;4
20230607 223500;14496.25;14496.25;14494.25;14495.5;11
20230607 223600;14495;14495;14489.75;14490.25;31
20230607 223700;14490.25;14490.25;14488;14490.25;12
20230607 223800;14493.5;14493.5;14493.5;14493.5;1
20230607 223900;14494.5;14495.25;14494.5;14495;4
20230607 224100;14494;14495;14494;14495;5
20230607 224300;14492.5;14492.5;14491.25;14491.25;2
20230607 224400;14490.25;14490.25;14484.75;14486.25;13
20230607 224500;14486.25;14486.25;14482.5;14482.5;22
20230607 224600;14482.25;14483;14479;14479;5
20230607 224700;14479;14485.5;14479;14485.5;14
20230607 224800;14486;14486;14482;14482;3
20230607 224900;14481.75;14482.75;14481.75;14482.75;2
20230607 225000;14483;14485.25;14482.25;14485.25;16
20230607 225100;14485;14486.25;14485;14486.25;6
20230607 225200;14487;14487;14486;14486.75;3
20230607 225300;14489;14489;14488.25;14488.25;3
20230607 225600;14487;14487;14487;14487;1
20230607 225700;14488.25;14488.25;14488.25;14488.25;1
20230607 225800;14488;14488;14488;14488;4
20230607 225900;14487.25;14487.25;14486.25;14486.25;6
20230607 230000;14486;14486.25;14485.25;14486.25;6
20230607 230300;14489.75;14494;14489.75;14494;14
20230607 230400;14494.25;14494.25;14494.25;14494.25;8
20230607 230500;14493.25;14493.25;14493;14493;3
20230607 230700;14494.5;14494.75;14494.25;14494.25;4
20230607 230800;14493.75;14495.5;14493.75;14495.5;4
20230607 230900;14494.75;14494.75;14494.75;14494.75;1
20230607 231100;14493.25;14493.25;14493.25;14493.25;1
20230607 231200;14494;14495.75;14493.75;14495.75;7
20230607 231300;14495;14495;14495;14495;2
20230607 231400;14494.5;14494.5;14494.25;14494.25;2
20230607 231500;14495;14495;14495;14495;9
20230607 231600;14495;14495;14494.5;14494.5;2
20230607 231700;14493.75;14493.75;14493.75;14493.75;1
20230607 231800;14492.75;14493.5;14492.75;14493.5;4
20230607 231900;14493.25;14493.5;14493.25;14493.5;2
20230607 232000;14491.75;14492;14491.5;14492;10
20230607 232100;14492.75;14492.75;14492.75;14492.75;1
20230607 232200;14491;14491;14491;14491;1
20230607 232500;14493;14493.25;14492.75;14492.75;5
20230607 232600;14493.75;14494.5;14493.75;14494.5;5
20230607 232900;14490.25;14492.25;14490.25;14492.25;2
20230607 233000;14490;14490;14490;14490;1
20230607 233200;14494.25;14495;14494.25;14495;5
